ID,Player,Team,Position,RkOv,Status,Age,Opponent,Salary,Score,Ros,+/-
*02b70*,Nikita Kucherov,TBL,RW,21,Arizona Coyotes - Yotes,33,,"9,500,000",85.34,99%,0%
*02nok*,Tomas Hertl,VGK,"C,LW",38,Arizona Coyotes - Yotes,32,CHI Tue 10:30PM,"8,137,500",80.86,94%,0%
*05xct*,Jet Greaves,CBJ,G,42,Arizona Coyotes - Yotes,25,,"5,000,000",80.24,97%,0%
*02fzm*,Filip Forsberg,NSH,LW,43,Arizona Coyotes - Yotes,32,,"8,500,000",80.23,99%,0%
*03ynu*,Carter Hart,VGK,G,58,Arizona Coyotes - Yotes,28,CHI Tue 10:30PM,"2,000,000",76.89,86%,-1%
*03e1n*,Adrian Kempe,LAK,RW,72,Arizona Coyotes - Yotes,29,,"10,625,000",75.83,99%,0%
*0579x*,Adam Fantilli,CBJ,C,74,Arizona Coyotes - Yotes,21,,"950,000",75.57,99%,0%
*03kra*,Kyle Connor,WPG,LW,87,Arizona Coyotes - Yotes,29,,"8,000,000",74.04,99%,0%
*03e1m*,Brayden Point,TBL,C,167,Arizona Coyotes - Yotes,30,,"9,500,000",64.26,98%,0%
*05ltj*,Brock Faber,MIN,D,194,Arizona Coyotes - Yotes,24,,"8,500,000",61.32,99%,0%
*01ex7*,Matt Duchene,DAL,"C,RW",206,Arizona Coyotes - Yotes,35,,"4,500,000",59.92,81%,-1%
*031nw*,Michael McCarron,MIN,C,227,Arizona Coyotes - Yotes,31,,"3,000,000",58.03,24%,-1%
*04yu5*,Thomas Harley,DAL,D,266,Arizona Coyotes - Yotes,25,,"10,587,000",54.93,97%,0%
*06iml*,Maxim Tsyplakov,CGY,LW,289,Arizona Coyotes - Yotes,27,,"2,250,000",53.1,30%,0%
*04osu*,Barrett Hayton,UTA,C,295,Arizona Coyotes - Yotes,26,,"4,775,000",52.71,40%,-1%
*0644f*,Ryan Leonard,WSH,RW,315,Arizona Coyotes - Yotes,21,,"950,000",51.42,92%,-1%
*04zj5*,JJ Peterka,BOS,"LW,RW",331,Arizona Coyotes - Yotes,24,NYR Tue 8:00PM,"7,700,000",50.81,93%,0%
*02zpp*,Viktor Arvidsson,DET,"LW,RW",333,Arizona Coyotes - Yotes,33,,"5,000,000",50.57,67%,-1%
*01mzc*,Brayden McNabb,VGK,D,346,Arizona Coyotes - Yotes,35,CHI Tue 10:30PM,"3,650,000",49.87,36%,0%
*01yj6*,Radko Gudas,FLA,D,427,Arizona Coyotes - Yotes,36,@CAR Tue 5:00PM,"1,500,000",45.72,43%,-2%
*04lcr*,Zach Whitecloud,CGY,D,449,Arizona Coyotes - Yotes,29,,"2,750,000",44.69,24%,-1%
*06axe*,Gabe Perreault,NYR,"LW,RW",473,Arizona Coyotes - Yotes,21,@BOS Tue 8:00PM,"941,667",43.28,87%,-2%
*0644e*,Oliver Moore,CHI,"C,LW",532,Arizona Coyotes - Yotes,21,@VGK Tue 10:30PM,"941,667",41.05,66%,-3%
*042xx*,Beck Malenstyn,BUF,"LW,RW",565,Arizona Coyotes - Yotes,28,,"2,916,700",39.27,19%,-1%
*060on*,Adam Sykora,NYR,"LW,RW",668,Arizona Coyotes - Yotes,21,@BOS Tue 8:00PM,"870,000",33.92,34%,-1%
*05ub3*,Tyson Hinds,ANA,D,671,Arizona Coyotes - Yotes,23,,"900,000",33.86,21%,-1%
*05td4*,Ryan Ufko,NSH,D,779,Arizona Coyotes - Yotes,23,,"925,000",25.89,60%,-2%
*05ymn*,Maveric Lamoureux,UTA,D,861,Arizona Coyotes - Yotes,22,,"950,000",21.2,48%,-1%
*06pyp*,Radim Mrtka,BUF,D,903,Arizona Coyotes - Yotes,19,,"974,167",19.25,69%,-3%
*06sqf*,Braeden Cootes,VAN,C,957,Arizona Coyotes - Yotes,19,@EDM Tue 10:00PM,"975,000",16.72,65%,-2%
*06lok*,Viggo Bjorck,WPG,C,1590,Arizona Coyotes - Yotes,18,,"1,075,000",0,78%,-2%
*06lor*,Sascha Boumedienne,WPG,D,1703,Arizona Coyotes - Yotes,19,,"950,000",0,46%,-2%
*06cfb*,Charlie Cerrato,CAR,LW,2077,Arizona Coyotes - Yotes,21,FLA Tue 5:00PM,"915,000",0,31%,-1%
*075u7*,Alexander Command,NJD,C,2230,Arizona Coyotes - Yotes,18,,"950,000",0,64%,-2%
*062dy*,Andrew Cristall,WSH,LW,2337,Arizona Coyotes - Yotes,21,,"905,000",0,69%,-3%
*071wo*,Axel Elofsson,COL,D,2778,Arizona Coyotes - Yotes,18,,"950,000",0,28%,-2%
*0760v*,William Hakansson,CAR,D,3516,Arizona Coyotes - Yotes,18,FLA Tue 5:00PM,"996,000",0,22%,-1%
*071wk*,Elton Hermansson,LAK,RW,3708,Arizona Coyotes - Yotes,18,,"1,075,000",0,60%,-2%
*06axx*,William Horcoff,PIT,C,3831,Arizona Coyotes - Yotes,19,,"950,000",0,56%,-2%
*06mgy*,Tomas Lavoie,UTA,D,4802,Arizona Coyotes - Yotes,20,,"872,500",0,14%,0%
*06r61*,Ilia Morozov,BUF,LW,5703,Arizona Coyotes - Yotes,18,,"950,000",0,48%,-2%
*0760i*,Casey Mutryn,SEA,RW,5799,Arizona Coyotes - Yotes,18,,"950,000",0,31%,-2%
*06r60*,Adam Novotny,VAN,LW,5984,Arizona Coyotes - Yotes,18,@EDM Tue 10:00PM,"1,075,000",0,57%,-2%
*06lol*,Mathis Preston,ANA,C,6547,Arizona Coyotes - Yotes,18,,"950,000",0,50%,-3%
*06c42*,Benjamin Rautiainen,TBL,C,6699,Arizona Coyotes - Yotes,21,,"1,007,500",0,50%,-2%
*06axd*,Gracyn Sawchyn,FLA,C,7099,Arizona Coyotes - Yotes,21,@CAR Tue 5:00PM,"878,333",0,29%,-1%
*076cu*,Maksim Sokolovskii,PHI,D,7486,Arizona Coyotes - Yotes,18,,"950,000",0,38%,-2%
*06sqc*,Theo Stockselius,CGY,LW,7652,Arizona Coyotes - Yotes,19,,"1,015,833",0,25%,-2%
*06sqj*,Mason West,CHI,RW,8368,Arizona Coyotes - Yotes,19,@VGK Tue 10:30PM,"950,000",0,44%,-2%
*06pyz*,Bill Zonnon,PIT,LW,8643,Arizona Coyotes - Yotes,19,,"1,075,000",0,51%,-2%
*02f9l*,Nathan MacKinnon,COL,C,1,California Golden Seals - CGS,30,,"12,600,000",100,99%,0%
*02nom*,Andrei Vasilevskiy,TBL,G,2,California Golden Seals - CGS,32,,"9,500,000",100,99%,0%
*051z0*,Tim Stutzle,OTT,"C,LW",14,California Golden Seals - CGS,24,,"8,350,000",88.1,100%,0%
*00454*,Sidney Crosby,PIT,C,22,California Golden Seals - CGS,39,,"8,700,000",84.51,99%,0%
*01f6d*,Ryan O'Reilly,NSH,C,50,California Golden Seals - CGS,35,,"4,500,000",78.88,91%,-1%
*031pl*,Juuse Saros,NSH,G,51,California Golden Seals - CGS,31,,"7,740,000",78.88,94%,-1%
*03as7*,Thatcher Demko,VAN,G,57,California Golden Seals - CGS,30,@EDM Tue 10:00PM,"8,500,000",77.04,68%,-1%
*03as9*,Dylan Strome,WSH,C,86,California Golden Seals - CGS,29,,"5,000,000",74.08,94%,-1%
*03d09*,Alex Tuch,WSH,RW,92,California Golden Seals - CGS,30,,"10,500,000",73.2,97%,0%
*02oar*,Linus Ullmark,OTT,G,93,California Golden Seals - CGS,33,,"8,250,000",72.72,90%,0%
*03mqg*,Jakob Chychrun,WSH,D,113,California Golden Seals - CGS,28,,"9,000,000",69.69,100%,0%
*02b3o*,Rickard Rakell,PIT,"LW,RW",116,California Golden Seals - CGS,33,,"5,000,000",69.14,91%,-1%
*01zry*,Frederik Andersen,EDM,G,126,California Golden Seals - CGS,36,VAN Tue 10:00PM,"1,000,000",67.9,66%,0%
*051v4*,Arturs Silovs,PIT,G,128,California Golden Seals - CGS,25,,"2,800,000",67.72,70%,-2%
*02422*,Ryan Nugent-Hopkins,EDM,"C,LW",155,California Golden Seals - CGS,33,VAN Tue 10:00PM,"5,125,000",65.27,90%,-1%
*031v6*,MacKenzie Weegar,UTA,D,156,California Golden Seals - CGS,32,,"6,250,000",65.22,95%,0%
*042vx*,Filip Hronek,VAN,D,180,California Golden Seals - CGS,28,@EDM Tue 10:00PM,"7,250,000",63.09,96%,0%
*00qs7*,Jamie Benn,DAL,LW,238,California Golden Seals - CGS,37,,"875,000",56.87,43%,-2%
*0644b*,Will Smith,SJS,"C,RW",261,California Golden Seals - CGS,21,,"950,000",55.56,99%,0%
*05ws3*,Niklas Kokko,SEA,G,322,California Golden Seals - CGS,22,,"923,333",50.99,43%,-1%
*04ldb*,Bowen Byram,CHI,D,325,California Golden Seals - CGS,25,@VGK Tue 10:30PM,"6,250,000",50.93,96%,0%
*051xf*,Egor Chinakhov,PIT,"LW,RW",384,California Golden Seals - CGS,25,,"6,250,000",48.1,81%,-1%
*05nzz*,Simon Edvinsson,DET,D,402,California Golden Seals - CGS,23,,"925,000",47.24,82%,-1%
*06bmb*,Zeev Buium,VAN,D,554,California Golden Seals - CGS,20,@EDM Tue 10:00PM,"966,500",39.82,95%,0%
*05tas*,Olen Zellweger,BUF,D,560,California Golden Seals - CGS,22,,"3,100,000",39.56,74%,-1%
*048w3*,Justin Brazeau,PIT,RW,588,California Golden Seals - CGS,28,,"1,500,000",38.4,39%,-2%
*05kbo*,Marat Khusnutdinov,BOS,"C,LW",617,California Golden Seals - CGS,24,NYR Tue 8:00PM,"925,000",36.73,38%,-2%
*0624d*,Dominic James,TBL,"C,LW",655,California Golden Seals - CGS,24,,"910,000",34.7,27%,-1%
*05kj7*,Sam Colangelo,ANA,RW,666,California Golden Seals - CGS,24,,"850,000",34.09,27%,-2%
*05tau*,Jeff Malott,ANA,LW,678,California Golden Seals - CGS,30,,"1,850,000",33.29,15%,-1%
*05y37*,Ethen Frank,WSH,RW,735,California Golden Seals - CGS,28,,"2,000,000",29.25,19%,-2%
*0644c*,Daniil But,UTA,LW,736,California Golden Seals - CGS,21,,"950,000",29.18,58%,-3%
*06ay2*,Luca Cagnoni,SJS,D,739,California Golden Seals - CGS,21,,"950,000",28.94,69%,-1%
*060wx*,Reid Schaefer,NSH,LW,758,California Golden Seals - CGS,22,,"950,000",27.66,34%,-1%
*066on*,Michael Brandsegg-Nygard,DET,RW,799,California Golden Seals - CGS,20,,"975,000",24.83,63%,-2%
*051ug*,Maxwell Crozier,TBL,D,809,California Golden Seals - CGS,26,,"775,000",24.17,21%,-1%
*05oy1*,Matt Rempe,NYR,RW,830,California Golden Seals - CGS,24,@BOS Tue 8:00PM,"975,000",22.96,21%,-1%
*051v9*,Adam Edstrom,NSH,LW,839,California Golden Seals - CGS,25,,"975,000",22.26,15%,-1%
*03mn5*,Patrik Laine,(N/A),LW,857,California Golden Seals - CGS,28,,"8,700,000",21.6,49%,-1%
*071wj*,Carson Carels,CGY,D,2008,California Golden Seals - CGS,18,,"950,000",0,75%,-2%
*06loq*,Caleb Desnoyers,UTA,C,2530,California Golden Seals - CGS,19,,"1,075,000",0,76%,-2%
*05yfk*,Mikhail Gulyayev,COL,D,3452,California Golden Seals - CGS,21,,"925,000",0,37%,-2%
*05yme*,Sergei Ivanov,CBJ,G,3971,California Golden Seals - CGS,22,,"970,000",0,33%,-2%
*06mb4*,Dean Letourneau,BOS,C,4903,California Golden Seals - CGS,20,NYR Tue 8:00PM,"950,000",0,55%,-2%
*05rj5*,Filip Mesar,MTL,RW,5534,California Golden Seals - CGS,22,@TOR Tue 7:00PM,"950,000",0,27%,0%
*074mh*,Markus Ruck,PIT,C,6923,California Golden Seals - CGS,18,,"950,000",0,57%,-2%
*06pys*,Cameron Schmidt,DAL,RW,7142,California Golden Seals - CGS,19,,"950,000",0,46%,-2%
*06nke*,Jackson Smith,CBJ,D,7451,California Golden Seals - CGS,19,,"950,000",0,69%,-2%
*06sn8*,Ethan Wyttenbach,CGY,RW,8518,California Golden Seals - CGS,19,,"950,000",0,53%,-1%
*05w9c*,Macklin Celebrini,SJS,C,5,Cape Breton Oilers - CBO,20,,"975,000",97.13,100%,0%
*05tqt*,Wyatt Johnston,DAL,"C,RW",13,Cape Breton Oilers - CBO,23,,"8,400,000",88.53,100%,0%
*04f24*,Jeremy Swayman,BOS,G,18,Cape Breton Oilers - CBO,27,NYR Tue 8:00PM,"8,250,000",86.94,99%,0%
*03rmx*,Sebastian Aho,CAR,C,20,Cape Breton Oilers - CBO,29,FLA Tue 5:00PM,"9,750,000",85.37,100%,0%
*03d12*,David Pastrnak,BOS,RW,27,Cape Breton Oilers - CBO,30,NYR Tue 8:00PM,"11,250,000",83.1,99%,0%
*04xec*,Matt Boldy,MIN,"LW,RW",37,Cape Breton Oilers - CBO,25,,"7,000,000",81.16,100%,0%
*04bii*,Spencer Knight,CHI,G,49,Cape Breton Oilers - CBO,25,@VGK Tue 10:30PM,"5,833,333",78.95,97%,0%
*03jw0*,Joey Daccord,SEA,G,53,Cape Breton Oilers - CBO,30,,"5,000,000",78.57,78%,-1%
*048x9*,Elias Pettersson,VAN,C,59,Cape Breton Oilers - CBO,27,@EDM Tue 10:00PM,"11,600,000",76.8,94%,0%
*04mv2*,Cole Caufield,MTL,LW,79,Cape Breton Oilers - CBO,25,@TOR Tue 7:00PM,"7,850,000",75.13,100%,0%
*04o0h*,Dylan Guenther,UTA,RW,105,Cape Breton Oilers - CBO,23,,"7,142,876",70.5,100%,0%
*05ui2*,Logan Cooley,UTA,C,149,Cape Breton Oilers - CBO,22,,"10,000,000",65.7,98%,0%
*059e0*,Jake Sanderson,OTT,D,150,Cape Breton Oilers - CBO,24,,"8,050,000",65.67,99%,0%
*05m17*,Frank Nazar,CHI,"C,RW",213,Cape Breton Oilers - CBO,22,@VGK Tue 10:30PM,"6,599,991",59.39,92%,-1%
*04lc5*,Jack McBain,UTA,"C,LW",233,Cape Breton Oilers - CBO,26,,"4,250,000",57.12,45%,-1%
*03bw6*,Pheonix Copley,CBJ,G,310,Cape Breton Oilers - CBO,34,,"850,000",51.68,7%,+2%
*05lu8*,Alexander Nikishin,CAR,D,323,Cape Breton Oilers - CBO,24,FLA Tue 5:00PM,"925,000",50.96,96%,0%
*06hcr*,Igor Chernyshov,SJS,LW,328,Cape Breton Oilers - CBO,20,,"966,667",50.85,92%,-1%
*02dpz*,Zemgus Girgensons,TBL,"C,LW",405,Cape Breton Oilers - CBO,32,,"850,000",47.12,15%,-1%
*03rgh*,Parker Wotherspoon,VGK,D,412,Cape Breton Oilers - CBO,28,CHI Tue 10:30PM,"1,000,000",46.65,41%,-1%
*05k7t*,Drew Commesso,CHI,G,435,Cape Breton Oilers - CBO,24,@VGK Tue 10:30PM,"875,000",45.19,51%,-2%
*05ril*,Simon Nemec,CGY,D,517,Cape Breton Oilers - CBO,22,,"7,250,000",41.74,94%,0%
*06axb*,Nick Lardis,CHI,RW,531,Cape Breton Oilers - CBO,21,@VGK Tue 10:30PM,"950,000",41.16,60%,-2%
*05y7m*,Denton Mateychuk,CBJ,D,534,Cape Breton Oilers - CBO,22,,"950,000",40.98,77%,-1%
*060hp*,Lian Bichsel,DAL,D,541,Cape Breton Oilers - CBO,22,,"950,000",40.49,55%,-1%
*05rj3*,Tristan Luneau,ANA,D,667,Cape Breton Oilers - CBO,22,,"865,000",34.01,64%,-1%
*05x9g*,Arber Xhekaj,MTL,D,696,Cape Breton Oilers - CBO,25,@TOR Tue 7:00PM,"1,300,000",32,21%,-1%
*058t9*,Seamus Casey,NJD,D,902,Cape Breton Oilers - CBO,22,,"925,000",19.27,59%,-1%
*06ajy*,Cooper Black,FLA,G,1602,Cape Breton Oilers - CBO,25,@CAR Tue 5:00PM,"875,000",0,15%,0%
*072z2*,Dmitri Borichev,NSH,G,1683,Cape Breton Oilers - CBO,18,,"950,000",0,36%,-1%
*05kog*,Sean Farrell,ANA,"C,LW",2871,Cape Breton Oilers - CBO,24,,"850,000",0,14%,-1%
*06spv*,Eddie Genborg,DET,LW,3222,Cape Breton Oilers - CBO,19,,"950,000",0,32%,-1%
*064om*,Michael Hage,MTL,C,3501,Cape Breton Oilers - CBO,20,@TOR Tue 7:00PM,"950,000",0,76%,-2%
*06mcp*,Miroslav Holinka,TOR,"C,RW",3788,Cape Breton Oilers - CBO,20,MTL Tue 7:00PM,"918,333",0,17%,-1%
*067xd*,T.J. Hughes,COL,RW,3887,Cape Breton Oilers - CBO,24,,"950,000",0,25%,-1%
*061bc*,Tyson Jugnauth,SEA,D,4130,Cape Breton Oilers - CBO,22,,"950,000",0,27%,-1%
*076kr*,Jonas Lagerberg Hoen,OTT,RW,4690,Cape Breton Oilers - CBO,18,,"950,000",0,48%,-2%
*05rjs*,Cruz Lucius,ANA,RW,5050,Cape Breton Oilers - CBO,22,,"925,000",0,18%,0%
*068a6*,Eric Pohlkamp,SJS,D,6474,Cape Breton Oilers - CBO,22,,"1,050,000",0,41%,-1%
*06s4g*,Michal Postava,DET,G,6521,Cape Breton Oilers - CBO,24,,"975,000",0,27%,-1%
*06byc*,Hampton Slukynsky,LAK,G,7422,Cape Breton Oilers - CBO,21,,"1,075,000",0,40%,-1%
*06mb7*,Tarin Smith,ANA,D,7460,Cape Breton Oilers - CBO,20,,"950,000",0,27%,-1%
*07337*,Tobias Trejbal,CGY,G,7961,Cape Breton Oilers - CBO,18,,"950,000",0,49%,-2%
*05gvr*,Simon Zajicek,BOS,G,8587,Cape Breton Oilers - CBO,25,NYR Tue 8:00PM,"850,000",0,10%,0%
*06c40*,Yegor Zavragin,PHI,G,8599,Cape Breton Oilers - CBO,20,,"950,000",0,46%,-2%
*06loa*,William Zellers,BOS,LW,8608,Cape Breton Oilers - CBO,20,NYR Tue 8:00PM,"950,000",0,39%,-2%
*06spu*,Alexander Zharovsky,MTL,RW,8620,Cape Breton Oilers - CBO,19,@TOR Tue 7:00PM,"950,000",0,74%,-2%
*06mcn*,Brodie Ziemer,BUF,RW,8631,Cape Breton Oilers - CBO,20,,"950,000",0,25%,-1%
*02b3y*,John Gibson,DET,G,39,Detroit Cougars - Det,33,,"6,400,000",80.83,81%,-1%
*04zb4*,Moritz Seider,DET,D,63,Detroit Cougars - Det,25,,"8,550,000",76.64,100%,0%
